nama_kabupaten_kota,tahun,kab/kota,keterangan,total
KABUPATEN SUKABUMI,2010-01-01,Sukabumi,Pertumbuhan Merah,
KABUPATEN CIANJUR,2010-01-01,Cianjur,Pertumbuhan Merah,
KABUPATEN BANDUNG,2010-01-01,Bandung,Pertumbuhan Merah,
KABUPATEN GARUT,2010-01-01,Garut,Pertumbuhan Merah,
KABUPATEN TASIKMALAYA,2010-01-01,Tasikmalaya,Pertumbuhan Merah,
KABUPATEN CIAMIS,2010-01-01,Ciamis,Pertumbuhan Merah,
KABUPATEN KUNINGAN,2010-01-01,Kuningan,Pertumbuhan Merah,
KABUPATEN CIREBON,2010-01-01,Cirebon,Pertumbuhan Merah,
KABUPATEN MAJALENGKA,2010-01-01,Majalengka,Pertumbuhan Merah,
KABUPATEN SUMEDANG,2010-01-01,Sumedang,Pertumbuhan Merah,
KABUPATEN INDRAMAYU,2010-01-01,Indramayu,Pertumbuhan Merah,
KABUPATEN SUBANG,2010-01-01,Subang,Pertumbuhan Merah,
KABUPATEN PURWAKARTA,2010-01-01,Purwakarta,Pertumbuhan Merah,
KABUPATEN KARAWANG,2010-01-01,Karawang,Pertumbuhan Merah,
KABUPATEN BEKASI,2010-01-01,Bekasi,Pertumbuhan Merah,
KABUPATEN BANDUNG BARAT,2010-01-01,Bandung Barat,Pertumbuhan Merah,
KABUPATEN PANGANDARAN,2010-01-01,Pangandaran,Pertumbuhan Merah,
KOTA BOGOR,2010-01-01,Kota Bogor,Pertumbuhan Merah,
KOTA SUKABUMI,2010-01-01,Kota Sukabumi,Pertumbuhan Merah,
KOTA BANDUNG,2010-01-01,Kota Bandung,Pertumbuhan Merah,
KOTA CIREBON,2010-01-01,Kota Cirebon,Pertumbuhan Merah,
KOTA BEKASI,2010-01-01,Kota Bekasi,Pertumbuhan Merah,
KOTA DEPOK,2010-01-01,Kota Depok,Pertumbuhan Merah,
KOTA CIMAHI,2010-01-01,Kota Cimahi,Pertumbuhan Merah,
KOTA TASIKMALAYA,2010-01-01,Kota Tasikmalaya,Pertumbuhan Merah,
KOTA BANJAR,2010-01-01,Kota Banjar,Pertumbuhan Merah,
KABUPATEN BOGOR,2011-01-01,Bogor,Pertumbuhan Merah,
KABUPATEN SUKABUMI,2011-01-01,Sukabumi,Pertumbuhan Merah,
KABUPATEN CIANJUR,2011-01-01,Cianjur,Pertumbuhan Merah,
KABUPATEN BANDUNG,2011-01-01,Bandung,Pertumbuhan Merah,
KABUPATEN GARUT,2011-01-01,Garut,Pertumbuhan Merah,
KABUPATEN TASIKMALAYA,2011-01-01,Tasikmalaya,Pertumbuhan Merah,
KABUPATEN CIAMIS,2011-01-01,Ciamis,Pertumbuhan Merah,
KABUPATEN KUNINGAN,2011-01-01,Kuningan,Pertumbuhan Merah,
KABUPATEN CIREBON,2011-01-01,Cirebon,Pertumbuhan Merah,
KABUPATEN MAJALENGKA,2011-01-01,Majalengka,Pertumbuhan Merah,
KABUPATEN SUMEDANG,2011-01-01,Sumedang,Pertumbuhan Merah,
KABUPATEN INDRAMAYU,2011-01-01,Indramayu,Pertumbuhan Merah,
KABUPATEN SUBANG,2011-01-01,Subang,Pertumbuhan Merah,
KABUPATEN PURWAKARTA,2011-01-01,Purwakarta,Pertumbuhan Merah,
KABUPATEN KARAWANG,2011-01-01,Karawang,Pertumbuhan Merah,
KABUPATEN BEKASI,2011-01-01,Bekasi,Pertumbuhan Merah,
KABUPATEN BANDUNG BARAT,2011-01-01,Bandung Barat,Pertumbuhan Merah,
KABUPATEN PANGANDARAN,2011-01-01,Pangandaran,Pertumbuhan Merah,
KOTA BOGOR,2011-01-01,Kota Bogor,Pertumbuhan Merah,
KOTA SUKABUMI,2011-01-01,Kota Sukabumi,Pertumbuhan Merah,
KOTA BANDUNG,2011-01-01,Kota Bandung,Pertumbuhan Merah,
KOTA CIREBON,2011-01-01,Kota Cirebon,Pertumbuhan Merah,
KOTA BEKASI,2011-01-01,Kota Bekasi,Pertumbuhan Merah,
KOTA DEPOK,2011-01-01,Kota Depok,Pertumbuhan Merah,
KOTA CIMAHI,2011-01-01,Kota Cimahi,Pertumbuhan Merah,
KOTA TASIKMALAYA,2011-01-01,Kota Tasikmalaya,Pertumbuhan Merah,
KOTA BANJAR,2011-01-01,Kota Banjar,Pertumbuhan Merah,
KABUPATEN BOGOR,2012-01-01,Bogor,Pertumbuhan Merah,
KABUPATEN SUKABUMI,2012-01-01,Sukabumi,Pertumbuhan Merah,
KABUPATEN CIANJUR,2012-01-01,Cianjur,Pertumbuhan Merah,
KABUPATEN BANDUNG,2012-01-01,Bandung,Pertumbuhan Merah,
KABUPATEN GARUT,2012-01-01,Garut,Pertumbuhan Merah,
KABUPATEN TASIKMALAYA,2012-01-01,Tasikmalaya,Pertumbuhan Merah,
KABUPATEN CIAMIS,2012-01-01,Ciamis,Pertumbuhan Merah,
KABUPATEN KUNINGAN,2012-01-01,Kuningan,Pertumbuhan Merah,
KABUPATEN CIREBON,2012-01-01,Cirebon,Pertumbuhan Merah,
KABUPATEN MAJALENGKA,2012-01-01,Majalengka,Pertumbuhan Merah,
KABUPATEN SUMEDANG,2012-01-01,Sumedang,Pertumbuhan Merah,
KABUPATEN INDRAMAYU,2012-01-01,Indramayu,Pertumbuhan Merah,
KABUPATEN SUBANG,2012-01-01,Subang,Pertumbuhan Merah,
KABUPATEN PURWAKARTA,2012-01-01,Purwakarta,Pertumbuhan Merah,
KABUPATEN KARAWANG,2012-01-01,Karawang,Pertumbuhan Merah,
KABUPATEN BEKASI,2012-01-01,Bekasi,Pertumbuhan Merah,
KABUPATEN BANDUNG BARAT,2012-01-01,Bandung Barat,Pertumbuhan Merah,
KABUPATEN PANGANDARAN,2012-01-01,Pangandaran,Pertumbuhan Merah,
KOTA BOGOR,2012-01-01,Kota Bogor,Pertumbuhan Merah,
KOTA SUKABUMI,2012-01-01,Kota Sukabumi,Pertumbuhan Merah,
KOTA BANDUNG,2012-01-01,Kota Bandung,Pertumbuhan Merah,
KOTA CIREBON,2012-01-01,Kota Cirebon,Pertumbuhan Merah,
KOTA BEKASI,2012-01-01,Kota Bekasi,Pertumbuhan Merah,
KOTA DEPOK,2012-01-01,Kota Depok,Pertumbuhan Merah,
KOTA CIMAHI,2012-01-01,Kota Cimahi,Pertumbuhan Merah,
KOTA TASIKMALAYA,2012-01-01,Kota Tasikmalaya,Pertumbuhan Merah,
KOTA BANJAR,2012-01-01,Kota Banjar,Pertumbuhan Merah,
KABUPATEN BOGOR,2013-01-01,Bogor,Pertumbuhan Merah,
KABUPATEN SUKABUMI,2013-01-01,Sukabumi,Pertumbuhan Merah,
KABUPATEN CIANJUR,2013-01-01,Cianjur,Pertumbuhan Merah,
KABUPATEN BANDUNG,2013-01-01,Bandung,Pertumbuhan Merah,
KABUPATEN GARUT,2013-01-01,Garut,Pertumbuhan Merah,
KABUPATEN TASIKMALAYA,2013-01-01,Tasikmalaya,Pertumbuhan Merah,
KABUPATEN CIAMIS,2013-01-01,Ciamis,Pertumbuhan Merah,
KABUPATEN KUNINGAN,2013-01-01,Kuningan,Pertumbuhan Merah,
KABUPATEN CIREBON,2013-01-01,Cirebon,Pertumbuhan Merah,
KABUPATEN MAJALENGKA,2013-01-01,Majalengka,Pertumbuhan Merah,
KABUPATEN SUMEDANG,2013-01-01,Sumedang,Pertumbuhan Merah,
KABUPATEN INDRAMAYU,2013-01-01,Indramayu,Pertumbuhan Merah,
KABUPATEN SUBANG,2013-01-01,Subang,Pertumbuhan Merah,
KABUPATEN PURWAKARTA,2013-01-01,Purwakarta,Pertumbuhan Merah,
KABUPATEN KARAWANG,2013-01-01,Karawang,Pertumbuhan Merah,
KABUPATEN BEKASI,2013-01-01,Bekasi,Pertumbuhan Merah,
KABUPATEN BANDUNG BARAT,2013-01-01,Bandung Barat,Pertumbuhan Merah,
KABUPATEN PANGANDARAN,2013-01-01,Pangandaran,Pertumbuhan Merah,
KOTA BOGOR,2013-01-01,Kota Bogor,Pertumbuhan Merah,
KOTA SUKABUMI,2013-01-01,Kota Sukabumi,Pertumbuhan Merah,
KOTA BANDUNG,2013-01-01,Kota Bandung,Pertumbuhan Merah,
KOTA CIREBON,2013-01-01,Kota Cirebon,Pertumbuhan Merah,
KOTA BEKASI,2013-01-01,Kota Bekasi,Pertumbuhan Merah,
KOTA DEPOK,2013-01-01,Kota Depok,Pertumbuhan Merah,
KOTA CIMAHI,2013-01-01,Kota Cimahi,Pertumbuhan Merah,
KOTA TASIKMALAYA,2013-01-01,Kota Tasikmalaya,Pertumbuhan Merah,
KOTA BANJAR,2013-01-01,Kota Banjar,Pertumbuhan Merah,
KABUPATEN BOGOR,2014-01-01,Bogor,Pertumbuhan Merah,
KABUPATEN SUKABUMI,2014-01-01,Sukabumi,Pertumbuhan Merah,
KABUPATEN CIANJUR,2014-01-01,Cianjur,Pertumbuhan Merah,
KABUPATEN BANDUNG,2014-01-01,Bandung,Pertumbuhan Merah,
KABUPATEN GARUT,2014-01-01,Garut,Pertumbuhan Merah,
KABUPATEN TASIKMALAYA,2014-01-01,Tasikmalaya,Pertumbuhan Merah,
KABUPATEN CIAMIS,2014-01-01,Ciamis,Pertumbuhan Merah,
KABUPATEN KUNINGAN,2014-01-01,Kuningan,Pertumbuhan Merah,
KABUPATEN CIREBON,2014-01-01,Cirebon,Pertumbuhan Merah,
KABUPATEN MAJALENGKA,2014-01-01,Majalengka,Pertumbuhan Merah,
KABUPATEN SUMEDANG,2014-01-01,Sumedang,Pertumbuhan Merah,
KABUPATEN INDRAMAYU,2014-01-01,Indramayu,Pertumbuhan Merah,
KABUPATEN SUBANG,2014-01-01,Subang,Pertumbuhan Merah,
KABUPATEN PURWAKARTA,2014-01-01,Purwakarta,Pertumbuhan Merah,
KABUPATEN KARAWANG,2014-01-01,Karawang,Pertumbuhan Merah,
KABUPATEN BEKASI,2014-01-01,Bekasi,Pertumbuhan Merah,
KABUPATEN BANDUNG BARAT,2014-01-01,Bandung Barat,Pertumbuhan Merah,
KABUPATEN PANGANDARAN,2014-01-01,Pangandaran,Pertumbuhan Merah,
KOTA BOGOR,2014-01-01,Kota Bogor,Pertumbuhan Merah,
KOTA SUKABUMI,2014-01-01,Kota Sukabumi,Pertumbuhan Merah,
KOTA BANDUNG,2014-01-01,Kota Bandung,Pertumbuhan Merah,
KOTA CIREBON,2014-01-01,Kota Cirebon,Pertumbuhan Merah,
KOTA BEKASI,2014-01-01,Kota Bekasi,Pertumbuhan Merah,
KOTA DEPOK,2014-01-01,Kota Depok,Pertumbuhan Merah,
KOTA CIMAHI,2014-01-01,Kota Cimahi,Pertumbuhan Merah,
KOTA TASIKMALAYA,2014-01-01,Kota Tasikmalaya,Pertumbuhan Merah,
KOTA BANJAR,2014-01-01,Kota Banjar,Pertumbuhan Merah,
KABUPATEN BOGOR,2015-01-01,Bogor,Pertumbuhan Merah,
KABUPATEN SUKABUMI,2015-01-01,Sukabumi,Pertumbuhan Merah,
KABUPATEN CIANJUR,2015-01-01,Cianjur,Pertumbuhan Merah,
KABUPATEN BANDUNG,2015-01-01,Bandung,Pertumbuhan Merah,
KABUPATEN GARUT,2015-01-01,Garut,Pertumbuhan Merah,
KABUPATEN TASIKMALAYA,2015-01-01,Tasikmalaya,Pertumbuhan Merah,
KABUPATEN CIAMIS,2015-01-01,Ciamis,Pertumbuhan Merah,
KABUPATEN KUNINGAN,2015-01-01,Kuningan,Pertumbuhan Merah,
KABUPATEN CIREBON,2015-01-01,Cirebon,Pertumbuhan Merah,
KABUPATEN MAJALENGKA,2015-01-01,Majalengka,Pertumbuhan Merah,
KABUPATEN SUMEDANG,2015-01-01,Sumedang,Pertumbuhan Merah,
KABUPATEN INDRAMAYU,2015-01-01,Indramayu,Pertumbuhan Merah,
KABUPATEN SUBANG,2015-01-01,Subang,Pertumbuhan Merah,
KABUPATEN PURWAKARTA,2015-01-01,Purwakarta,Pertumbuhan Merah,
KABUPATEN KARAWANG,2015-01-01,Karawang,Pertumbuhan Merah,
KABUPATEN BEKASI,2015-01-01,Bekasi,Pertumbuhan Merah,
KABUPATEN BANDUNG BARAT,2015-01-01,Bandung Barat,Pertumbuhan Merah,
KABUPATEN PANGANDARAN,2015-01-01,Pangandaran,Pertumbuhan Merah,
KOTA BOGOR,2015-01-01,Kota Bogor,Pertumbuhan Merah,
KOTA SUKABUMI,2015-01-01,Kota Sukabumi,Pertumbuhan Merah,
KOTA BANDUNG,2015-01-01,Kota Bandung,Pertumbuhan Merah,
KOTA CIREBON,2015-01-01,Kota Cirebon,Pertumbuhan Merah,
KOTA BEKASI,2015-01-01,Kota Bekasi,Pertumbuhan Merah,
KOTA DEPOK,2015-01-01,Kota Depok,Pertumbuhan Merah,
KOTA CIMAHI,2015-01-01,Kota Cimahi,Pertumbuhan Merah,
KOTA TASIKMALAYA,2015-01-01,Kota Tasikmalaya,Pertumbuhan Merah,
KOTA BANJAR,2015-01-01,Kota Banjar,Pertumbuhan Merah,
KABUPATEN BOGOR,2016-01-01,Bogor,Pertumbuhan Merah,
KABUPATEN SUKABUMI,2016-01-01,Sukabumi,Pertumbuhan Merah,
KABUPATEN CIANJUR,2016-01-01,Cianjur,Pertumbuhan Merah,
KABUPATEN BANDUNG,2016-01-01,Bandung,Pertumbuhan Merah,
KABUPATEN GARUT,2016-01-01,Garut,Pertumbuhan Merah,
KABUPATEN TASIKMALAYA,2016-01-01,Tasikmalaya,Pertumbuhan Merah,
KABUPATEN CIAMIS,2016-01-01,Ciamis,Pertumbuhan Merah,
KABUPATEN KUNINGAN,2016-01-01,Kuningan,Pertumbuhan Merah,
KABUPATEN CIREBON,2016-01-01,Cirebon,Pertumbuhan Merah,
KABUPATEN MAJALENGKA,2016-01-01,Majalengka,Pertumbuhan Merah,
KABUPATEN SUMEDANG,2016-01-01,Sumedang,Pertumbuhan Merah,
KABUPATEN INDRAMAYU,2016-01-01,Indramayu,Pertumbuhan Merah,
KABUPATEN SUBANG,2016-01-01,Subang,Pertumbuhan Merah,
KABUPATEN PURWAKARTA,2016-01-01,Purwakarta,Pertumbuhan Merah,
KABUPATEN KARAWANG,2016-01-01,Karawang,Pertumbuhan Merah,
KABUPATEN BEKASI,2016-01-01,Bekasi,Pertumbuhan Merah,
KABUPATEN BANDUNG BARAT,2016-01-01,Bandung Barat,Pertumbuhan Merah,
KABUPATEN PANGANDARAN,2016-01-01,Pangandaran,Pertumbuhan Merah,
KOTA BOGOR,2016-01-01,Kota Bogor,Pertumbuhan Merah,
KOTA SUKABUMI,2016-01-01,Kota Sukabumi,Pertumbuhan Merah,
KOTA BANDUNG,2016-01-01,Kota Bandung,Pertumbuhan Merah,
KOTA CIREBON,2016-01-01,Kota Cirebon,Pertumbuhan Merah,
KOTA BEKASI,2016-01-01,Kota Bekasi,Pertumbuhan Merah,
KOTA DEPOK,2016-01-01,Kota Depok,Pertumbuhan Merah,
KOTA CIMAHI,2016-01-01,Kota Cimahi,Pertumbuhan Merah,
KOTA TASIKMALAYA,2016-01-01,Kota Tasikmalaya,Pertumbuhan Merah,
KOTA BANJAR,2016-01-01,Kota Banjar,Pertumbuhan Merah,
KABUPATEN BOGOR,2017-01-01,Bogor,Pertumbuhan Merah,
KABUPATEN SUKABUMI,2017-01-01,Sukabumi,Pertumbuhan Merah,
KABUPATEN CIANJUR,2017-01-01,Cianjur,Pertumbuhan Merah,
KABUPATEN BANDUNG,2017-01-01,Bandung,Pertumbuhan Merah,
KABUPATEN GARUT,2017-01-01,Garut,Pertumbuhan Merah,
KABUPATEN TASIKMALAYA,2017-01-01,Tasikmalaya,Pertumbuhan Merah,
KABUPATEN CIAMIS,2017-01-01,Ciamis,Pertumbuhan Merah,
KABUPATEN KUNINGAN,2017-01-01,Kuningan,Pertumbuhan Merah,
KABUPATEN CIREBON,2017-01-01,Cirebon,Pertumbuhan Merah,
KABUPATEN MAJALENGKA,2017-01-01,Majalengka,Pertumbuhan Merah,
KABUPATEN SUMEDANG,2017-01-01,Sumedang,Pertumbuhan Merah,
KABUPATEN INDRAMAYU,2017-01-01,Indramayu,Pertumbuhan Merah,
KABUPATEN SUBANG,2017-01-01,Subang,Pertumbuhan Merah,
KABUPATEN PURWAKARTA,2017-01-01,Purwakarta,Pertumbuhan Merah,
KABUPATEN KARAWANG,2017-01-01,Karawang,Pertumbuhan Merah,
KABUPATEN BEKASI,2017-01-01,Bekasi,Pertumbuhan Merah,
KABUPATEN BANDUNG BARAT,2017-01-01,Bandung Barat,Pertumbuhan Merah,
KABUPATEN PANGANDARAN,2017-01-01,Pangandaran,Pertumbuhan Merah,
KOTA BOGOR,2017-01-01,Kota Bogor,Pertumbuhan Merah,
KOTA SUKABUMI,2017-01-01,Kota Sukabumi,Pertumbuhan Merah,
KOTA BANDUNG,2017-01-01,Kota Bandung,Pertumbuhan Merah,
KOTA CIREBON,2017-01-01,Kota Cirebon,Pertumbuhan Merah,
KOTA BEKASI,2017-01-01,Kota Bekasi,Pertumbuhan Merah,
KOTA DEPOK,2017-01-01,Kota Depok,Pertumbuhan Merah,
KOTA CIMAHI,2017-01-01,Kota Cimahi,Pertumbuhan Merah,
KOTA TASIKMALAYA,2017-01-01,Kota Tasikmalaya,Pertumbuhan Merah,
KOTA BANJAR,2017-01-01,Kota Banjar,Pertumbuhan Merah,
KABUPATEN BOGOR,2018-01-01,Bogor,Pertumbuhan Merah,
KABUPATEN SUKABUMI,2018-01-01,Sukabumi,Pertumbuhan Merah,
KABUPATEN CIANJUR,2018-01-01,Cianjur,Pertumbuhan Merah,
KABUPATEN BANDUNG,2018-01-01,Bandung,Pertumbuhan Merah,
KABUPATEN GARUT,2018-01-01,Garut,Pertumbuhan Merah,
KABUPATEN TASIKMALAYA,2018-01-01,Tasikmalaya,Pertumbuhan Merah,
KABUPATEN CIAMIS,2018-01-01,Ciamis,Pertumbuhan Merah,
KABUPATEN KUNINGAN,2018-01-01,Kuningan,Pertumbuhan Merah,
KABUPATEN CIREBON,2018-01-01,Cirebon,Pertumbuhan Merah,
KABUPATEN MAJALENGKA,2018-01-01,Majalengka,Pertumbuhan Merah,
KABUPATEN SUMEDANG,2018-01-01,Sumedang,Pertumbuhan Merah,
KABUPATEN INDRAMAYU,2018-01-01,Indramayu,Pertumbuhan Merah,
KABUPATEN SUBANG,2018-01-01,Subang,Pertumbuhan Merah,
KABUPATEN PURWAKARTA,2018-01-01,Purwakarta,Pertumbuhan Merah,
KABUPATEN KARAWANG,2018-01-01,Karawang,Pertumbuhan Merah,
KABUPATEN BEKASI,2018-01-01,Bekasi,Pertumbuhan Merah,
KABUPATEN BANDUNG BARAT,2018-01-01,Bandung Barat,Pertumbuhan Merah,
KABUPATEN PANGANDARAN,2018-01-01,Pangandaran,Pertumbuhan Merah,
KOTA BOGOR,2018-01-01,Kota Bogor,Pertumbuhan Merah,
KOTA SUKABUMI,2018-01-01,Kota Sukabumi,Pertumbuhan Merah,
KOTA BANDUNG,2018-01-01,Kota Bandung,Pertumbuhan Merah,
KOTA CIREBON,2018-01-01,Kota Cirebon,Pertumbuhan Merah,
KOTA BEKASI,2018-01-01,Kota Bekasi,Pertumbuhan Merah,
KOTA DEPOK,2018-01-01,Kota Depok,Pertumbuhan Merah,
KOTA CIMAHI,2018-01-01,Kota Cimahi,Pertumbuhan Merah,
KOTA TASIKMALAYA,2018-01-01,Kota Tasikmalaya,Pertumbuhan Merah,
KOTA BANJAR,2018-01-01,Kota Banjar,Pertumbuhan Merah,
KABUPATEN BOGOR,2019-01-01,Bogor,Pertumbuhan Merah,800.0
KABUPATEN SUKABUMI,2019-01-01,Sukabumi,Pertumbuhan Merah,1181.0
KABUPATEN CIANJUR,2019-01-01,Cianjur,Pertumbuhan Merah,834.0
KABUPATEN BANDUNG,2019-01-01,Bandung,Pertumbuhan Merah,1638.0
KABUPATEN GARUT,2019-01-01,Garut,Pertumbuhan Merah,877.0
KABUPATEN TASIKMALAYA,2019-01-01,Tasikmalaya,Pertumbuhan Merah,795.0
KABUPATEN CIAMIS,2019-01-01,Ciamis,Pertumbuhan Merah,650.0
KABUPATEN KUNINGAN,2019-01-01,Kuningan,Pertumbuhan Merah,1453.0
KABUPATEN CIREBON,2019-01-01,Cirebon,Pertumbuhan Merah,1370.0
KABUPATEN MAJALENGKA,2019-01-01,Majalengka,Pertumbuhan Merah,805.0
KABUPATEN SUMEDANG,2019-01-01,Sumedang,Pertumbuhan Merah,861.0
KABUPATEN INDRAMAYU,2019-01-01,Indramayu,Pertumbuhan Merah,638.0
KABUPATEN SUBANG,2019-01-01,Subang,Pertumbuhan Merah,1603.0
KABUPATEN PURWAKARTA,2019-01-01,Purwakarta,Pertumbuhan Merah,969.0
KABUPATEN KARAWANG,2019-01-01,Karawang,Pertumbuhan Merah,857.0
KABUPATEN BEKASI,2019-01-01,Bekasi,Pertumbuhan Merah,206.0
KABUPATEN BANDUNG BARAT,2019-01-01,Bandung Barat,Pertumbuhan Merah,740.0
KABUPATEN PANGANDARAN,2019-01-01,Pangandaran,Pertumbuhan Merah,129.0
KOTA BOGOR,2019-01-01,Kota Bogor,Pertumbuhan Merah,
KOTA SUKABUMI,2019-01-01,Kota Sukabumi,Pertumbuhan Merah,
KOTA BANDUNG,2019-01-01,Kota Bandung,Pertumbuhan Merah,
KOTA CIREBON,2019-01-01,Kota Cirebon,Pertumbuhan Merah,
KOTA BEKASI,2019-01-01,Kota Bekasi,Pertumbuhan Merah,
KOTA DEPOK,2019-01-01,Kota Depok,Pertumbuhan Merah,
KOTA CIMAHI,2019-01-01,Kota Cimahi,Pertumbuhan Merah,
KOTA TASIKMALAYA,2019-01-01,Kota Tasikmalaya,Pertumbuhan Merah,
KOTA BANJAR,2019-01-01,Kota Banjar,Pertumbuhan Merah,6.0
KABUPATEN BOGOR,2020-01-01,Bogor,Pertumbuhan Merah,733.0
KABUPATEN SUKABUMI,2020-01-01,Sukabumi,Pertumbuhan Merah,1198.0
KABUPATEN CIANJUR,2020-01-01,Cianjur,Pertumbuhan Merah,366.0
KABUPATEN BANDUNG,2020-01-01,Bandung,Pertumbuhan Merah,1091.0
KABUPATEN GARUT,2020-01-01,Garut,Pertumbuhan Merah,875.0
KABUPATEN TASIKMALAYA,2020-01-01,Tasikmalaya,Pertumbuhan Merah,1002.0
KABUPATEN CIAMIS,2020-01-01,Ciamis,Pertumbuhan Merah,498.0
KABUPATEN KUNINGAN,2020-01-01,Kuningan,Pertumbuhan Merah,332.0
KABUPATEN CIREBON,2020-01-01,Cirebon,Pertumbuhan Merah,964.0
KABUPATEN MAJALENGKA,2020-01-01,Majalengka,Pertumbuhan Merah,552.0
KABUPATEN SUMEDANG,2020-01-01,Sumedang,Pertumbuhan Merah,560.0
KABUPATEN INDRAMAYU,2020-01-01,Indramayu,Pertumbuhan Merah,181.0
KABUPATEN SUBANG,2020-01-01,Subang,Pertumbuhan Merah,1898.0
KABUPATEN PURWAKARTA,2020-01-01,Purwakarta,Pertumbuhan Merah,272.0
KABUPATEN KARAWANG,2020-01-01,Karawang,Pertumbuhan Merah,330.0
KABUPATEN BEKASI,2020-01-01,Bekasi,Pertumbuhan Merah,439.0
KABUPATEN BANDUNG BARAT,2020-01-01,Bandung Barat,Pertumbuhan Merah,195.0
KABUPATEN PANGANDARAN,2020-01-01,Pangandaran,Pertumbuhan Merah,126.0
KOTA BOGOR,2020-01-01,Kota Bogor,Pertumbuhan Merah,
KOTA SUKABUMI,2020-01-01,Kota Sukabumi,Pertumbuhan Merah,
KOTA BANDUNG,2020-01-01,Kota Bandung,Pertumbuhan Merah,
KOTA CIREBON,2020-01-01,Kota Cirebon,Pertumbuhan Merah,
KOTA BEKASI,2020-01-01,Kota Bekasi,Pertumbuhan Merah,
KOTA DEPOK,2020-01-01,Kota Depok,Pertumbuhan Merah,
KOTA CIMAHI,2020-01-01,Kota Cimahi,Pertumbuhan Merah,
KOTA TASIKMALAYA,2020-01-01,Kota Tasikmalaya,Pertumbuhan Merah,
KOTA BANJAR,2020-01-01,Kota Banjar,Pertumbuhan Merah,51.0
KABUPATEN BOGOR,2021-01-01,Bogor,Pertumbuhan Merah,806.0
KABUPATEN SUKABUMI,2021-01-01,Sukabumi,Pertumbuhan Merah,1293.0
KABUPATEN CIANJUR,2021-01-01,Cianjur,Pertumbuhan Merah,1074.0
KABUPATEN BANDUNG,2021-01-01,Bandung,Pertumbuhan Merah,1425.0
KABUPATEN GARUT,2021-01-01,Garut,Pertumbuhan Merah,639.0
KABUPATEN TASIKMALAYA,2021-01-01,Tasikmalaya,Pertumbuhan Merah,1210.0
KABUPATEN CIAMIS,2021-01-01,Ciamis,Pertumbuhan Merah,923.0
KABUPATEN KUNINGAN,2021-01-01,Kuningan,Pertumbuhan Merah,288.0
KABUPATEN CIREBON,2021-01-01,Cirebon,Pertumbuhan Merah,1296.0
KABUPATEN MAJALENGKA,2021-01-01,Majalengka,Pertumbuhan Merah,345.0
KABUPATEN SUMEDANG,2021-01-01,Sumedang,Pertumbuhan Merah,743.0
KABUPATEN INDRAMAYU,2021-01-01,Indramayu,Pertumbuhan Merah,235.0
KABUPATEN SUBANG,2021-01-01,Subang,Pertumbuhan Merah,817.0
KABUPATEN PURWAKARTA,2021-01-01,Purwakarta,Pertumbuhan Merah,490.0
KABUPATEN KARAWANG,2021-01-01,Karawang,Pertumbuhan Merah,286.0
KABUPATEN BEKASI,2021-01-01,Bekasi,Pertumbuhan Merah,629.0
KABUPATEN BANDUNG BARAT,2021-01-01,Bandung Barat,Pertumbuhan Merah,249.0
KABUPATEN PANGANDARAN,2021-01-01,Pangandaran,Pertumbuhan Merah,145.0
KOTA BOGOR,2021-01-01,Kota Bogor,Pertumbuhan Merah,
KOTA SUKABUMI,2021-01-01,Kota Sukabumi,Pertumbuhan Merah,
KOTA BANDUNG,2021-01-01,Kota Bandung,Pertumbuhan Merah,
KOTA CIREBON,2021-01-01,Kota Cirebon,Pertumbuhan Merah,
KOTA BEKASI,2021-01-01,Kota Bekasi,Pertumbuhan Merah,
KOTA DEPOK,2021-01-01,Kota Depok,Pertumbuhan Merah,
KOTA CIMAHI,2021-01-01,Kota Cimahi,Pertumbuhan Merah,
KOTA TASIKMALAYA,2021-01-01,Kota Tasikmalaya,Pertumbuhan Merah,
KOTA BANJAR ,2019-01-01,Kota Banjar,Pertumbuhan Merah,
KOTA BANJAR ,2020-01-01,Kota Banjar,Pertumbuhan Merah,
KOTA BANJAR,2021-01-01,Kota Banjar,Pertumbuhan Merah,83.0
